a,b,expr,sum
432,406,432+406,838
157,346,157+346,503
716,599,716+599,1315
697,561,697+561,1258
445,961,445+961,1406
713,903,713+903,1616
422,537,422+537,959
676,840,676+840,1516
150,686,150+686,836
393,404,393+404,797
185,872,185+872,1057
422,215,422+215,637
431,811,431+811,1242
113,143,113+143,256
531,739,531+739,1270
807,291,807+291,1098
829,375,829+375,1204
291,483,291+483,774
579,679,579+679,1258
908,831,908+831,1739
703,278,703+278,981
270,141,270+141,411
938,873,938+873,1811
295,852,295+852,1147
200,157,200+157,357
690,189,690+189,879
421,709,421+709,1130
625,711,625+711,1336
687,552,687+552,1239
915,771,915+771,1686
109,813,109+813,922
884,18,884+18,902
563,537,563+537,1100
425,822,425+822,1247
840,374,840+374,1214
35,214,35+214,249
131,401,131+401,532
375,412,375+412,787
637,999,637+999,1636
251,673,251+673,924
270,739,270+739,1009
391,197,391+197,588
339,835,339+835,1174
632,137,632+137,769
576,38,576+38,614
779,798,779+798,1577
680,44,680+44,724
769,737,769+737,1506
355,463,355+463,818
625,894,625+894,1519
827,501,827+501,1328
696,329,696+329,1025
418,559,418+559,977
327,488,327+488,815
49,374,49+374,423
636,833,636+833,1469
822,846,822+846,1668
892,923,892+923,1815
788,921,788+921,1709
625,866,625+866,1491
771,806,771+806,1577
634,724,634+724,1358
161,208,161+208,369
350,68,350+68,418
978,688,978+688,1666
507,849,507+849,1356
237,18,237+18,255
259,472,259+472,731
104,23,104+23,127
52,827,52+827,879
710,770,710+770,1480
778,134,778+134,912
59,64,59+64,123
205,461,205+461,666
49,490,49+490,539
752,986,752+986,1738
564,760,564+760,1324
513,67,513+67,580
588,804,588+804,1392
514,14,514+14,528
753,380,753+380,1133
890,654,890+654,1544
707,190,707+190,897
225,832,225+832,1057
978,527,978+527,1505
820,186,820+186,1006
773,798,773+798,1571
23,152,23+152,175
877,858,877+858,1735
506,532,506+532,1038
16,310,16+310,326
622,571,622+571,1193
841,202,841+202,1043
953,828,953+828,1781
54,638,54+638,692
630,285,630+285,915
396,21,396+21,417
93,717,93+717,810
992,742,992+742,1734
544,104,544+104,648
225,598,225+598,823
406,662,406+662,1068
421,263,421+263,684
579,697,579+697,1276
988,551,988+551,1539
485,707,485+707,1192
345,731,345+731,1076
666,76,666+76,742
260,140,260+140,400
978,56,978+56,1034
121,85,121+85,206
166,162,166+162,328
571,341,571+341,912
902,699,902+699,1601
974,553,974+553,1527
299,460,299+460,759
265,774,265+774,1039
807,710,807+710,1517
299,550,299+550,849
587,603,587+603,1190
840,147,840+147,987
874,901,874+901,1775
4,556,4+556,560
481,49,481+49,530
476,266,476+266,742
295,319,295+319,614
295,463,295+463,758
222,59,222+59,281
865,346,865+346,1211
783,145,783+145,928
599,222,599+222,821
777,951,777+951,1728
459,939,459+939,1398
974,430,974+430,1404
508,480,508+480,988
697,688,697+688,1385
507,387,507+387,894
750,322,750+322,1072
385,420,385+420,805
434,877,434+877,1311
521,568,521+568,1089
268,528,268+528,796
965,295,965+295,1260
461,80,461+80,541
16,560,16+560,576
988,61,988+61,1049
355,582,355+582,937
826,932,826+932,1758
679,264,679+264,943
391,688,391+688,1079
167,160,167+160,327
952,929,952+929,1881
28,498,28+498,526
758,965,758+965,1723
27,101,27+101,128
668,940,668+940,1608
102,592,102+592,694
870,543,870+543,1413
719,971,719+971,1690
11,760,11+760,771
228,597,228+597,825
464,568,464+568,1032
850,725,850+725,1575
968,992,968+992,1960
932,816,932+816,1748
75,809,75+809,884
507,796,507+796,1303
753,344,753+344,1097
274,309,274+309,583
689,31,689+31,720
683,200,683+200,883
909,792,909+792,1701
121,959,121+959,1080
373,221,373+221,594
610,97,610+97,707
458,767,458+767,1225
609,841,609+841,1450
543,64,543+64,607
826,298,826+298,1124
757,405,757+405,1162
780,22,780+22,802
678,694,678+694,1372
837,592,837+592,1429
949,759,949+759,1708
150,208,150+208,358
739,140,739+140,879
24,830,24+830,854
372,584,372+584,956
53,626,53+626,679
251,126,251+126,377
80,749,80+749,829
12,391,12+391,403
38,956,38+956,994
789,447,789+447,1236
334,192,334+192,526
669,685,669+685,1354
390,440,390+440,830
308,829,308+829,1137
739,921,739+921,1660
304,678,304+678,982
797,342,797+342,1139
189,259,189+259,448
350,450,350+450,800
748,555,748+555,1303
422,939,422+939,1361
859,661,859+661,1520
717,757,717+757,1474
48,779,48+779,827
853,771,853+771,1624
666,616,666+616,1282
283,805,283+805,1088
600,547,600+547,1147
638,115,638+115,753
852,853,852+853,1705
414,847,414+847,1261
665,77,665+77,742
481,945,481+945,1426
99,247,99+247,346
6,171,6+171,177
657,395,657+395,1052
877,649,877+649,1526
62,260,62+260,322
52,976,52+976,1028
569,333,569+333,902
218,627,218+627,845
806,780,806+780,1586
21,792,21+792,813
346,740,346+740,1086
732,707,732+707,1439
608,566,608+566,1174
87,227,87+227,314
320,975,320+975,1295
359,504,359+504,863
762,160,762+160,922
938,404,938+404,1342
617,396,617+396,1013
818,431,818+431,1249
334,345,334+345,679
531,196,531+196,727
453,637,453+637,1090
674,649,674+649,1323
419,539,419+539,958
250,806,250+806,1056
837,464,837+464,1301
770,554,770+554,1324
409,762,409+762,1171
26,38,26+38,64
483,470,483+470,953
275,355,275+355,630
402,978,402+978,1380
50,386,50+386,436
716,934,716+934,1650
262,390,262+390,652
572,596,572+596,1168
268,274,268+274,542
988,572,988+572,1560
314,567,314+567,881
324,40,324+40,364
829,987,829+987,1816
862,503,862+503,1365
738,185,738+185,923
288,482,288+482,770
233,765,233+765,998
420,739,420+739,1159
329,812,329+812,1141
467,465,467+465,932
528,26,528+26,554
652,686,652+686,1338
503,183,503+183,686
247,657,247+657,904
828,466,828+466,1294
147,434,147+434,581
704,832,704+832,1536
479,291,479+291,770
35,248,35+248,283
170,592,170+592,762
130,53,130+53,183
588,259,588+259,847
866,354,866+354,1220
694,142,694+142,836
73,378,73+378,451
995,544,995+544,1539
156,50,156+50,206
909,302,909+302,1211
815,856,815+856,1671
285,34,285+34,319
677,360,677+360,1037
350,557,350+557,907
76,379,76+379,455
787,836,787+836,1623
118,559,118+559,677
906,576,906+576,1482
636,483,636+483,1119
528,438,528+438,966
104,70,104+70,174
907,781,907+781,1688
705,519,705+519,1224
964,931,964+931,1895
920,587,920+587,1507
371,863,371+863,1234
796,999,796+999,1795
754,710,754+710,1464
497,915,497+915,1412
988,894,988+894,1882
751,426,751+426,1177
626,890,626+890,1516
732,610,732+610,1342
234,269,234+269,503
925,553,925+553,1478
97,196,97+196,293
543,142,543+142,685
179,318,179+318,497
801,96,801+96,897
55,133,55+133,188
74,841,74+841,915
194,928,194+928,1122
152,501,152+501,653
43,719,43+719,762
184,477,184+477,661
74,743,74+743,817
501,620,501+620,1121
311,19,311+19,330
364,551,364+551,915
555,373,555+373,928
660,752,660+752,1412
394,831,394+831,1225
407,279,407+279,686
911,377,911+377,1288
600,692,600+692,1292
916,226,916+226,1142
169,566,169+566,735
292,646,292+646,938
162,295,162+295,457
740,518,740+518,1258
560,78,560+78,638
967,770,967+770,1737
768,849,768+849,1617
936,78,936+78,1014
955,634,955+634,1589
363,932,363+932,1295
146,92,146+92,238
436,341,436+341,777
700,294,700+294,994
270,855,270+855,1125
819,520,819+520,1339
888,900,888+900,1788
664,599,664+599,1263
512,432,512+432,944
851,354,851+354,1205
801,94,801+94,895
418,757,418+757,1175
801,461,801+461,1262
686,844,686+844,1530
743,678,743+678,1421
444,552,444+552,996
407,55,407+55,462
329,890,329+890,1219
746,528,746+528,1274
286,174,286+174,460
441,837,441+837,1278
165,278,165+278,443
662,967,662+967,1629
690,342,690+342,1032
682,530,682+530,1212
137,870,137+870,1007
322,189,322+189,511
246,712,246+712,958
765,722,765+722,1487
326,706,326+706,1032
319,382,319+382,701
521,802,521+802,1323
346,298,346+298,644
448,955,448+955,1403
454,262,454+262,716
188,892,188+892,1080
485,706,485+706,1191
634,331,634+331,965
319,572,319+572,891
281,640,281+640,921
56,825,56+825,881
583,824,583+824,1407
133,138,133+138,271
294,611,294+611,905
124,26,124+26,150
877,804,877+804,1681
118,443,118+443,561
64,926,64+926,990
798,434,798+434,1232
62,202,62+202,264
824,618,824+618,1442
938,264,938+264,1202
266,420,266+420,686
126,775,126+775,901
797,405,797+405,1202
424,771,424+771,1195
996,904,996+904,1900
167,637,167+637,804
214,257,214+257,471
794,632,794+632,1426
550,486,550+486,1036
617,514,617+514,1131
451,83,451+83,534
782,707,782+707,1489
186,393,186+393,579
168,617,168+617,785
478,708,478+708,1186
902,384,902+384,1286
664,39,664+39,703
613,629,613+629,1242
461,647,461+647,1108
299,854,299+854,1153
129,485,129+485,614
862,654,862+654,1516
608,422,608+422,1030
450,342,450+342,792
954,793,954+793,1747
806,684,806+684,1490
852,393,852+393,1245
105,642,105+642,747
768,612,768+612,1380
196,650,196+650,846
322,352,322+352,674
901,831,901+831,1732
470,92,470+92,562
507,444,507+444,951
823,299,823+299,1122
154,775,154+775,929
718,411,718+411,1129
452,551,452+551,1003
41,207,41+207,248
144,174,144+174,318
410,427,410+427,837
40,440,40+440,480
783,526,783+526,1309
409,454,409+454,863
574,553,574+553,1127
53,348,53+348,401
90,60,90+60,150
945,24,945+24,969
305,439,305+439,744
416,274,416+274,690
555,979,555+979,1534
56,890,56+890,946
149,393,149+393,542
719,646,719+646,1365
65,961,65+961,1026
505,324,505+324,829
808,900,808+900,1708
987,667,987+667,1654
265,835,265+835,1100
192,70,192+70,262
249,152,249+152,401
319,478,319+478,797
46,548,46+548,594
177,910,177+910,1087
268,453,268+453,721
599,282,599+282,881
463,812,463+812,1275
213,419,213+419,632
971,612,971+612,1583
496,652,496+652,1148
500,85,500+85,585
467,799,467+799,1266
518,275,518+275,793
239,711,239+711,950
116,793,116+793,909
35,607,35+607,642
555,7,555+7,562
104,732,104+732,836
163,439,163+439,602
406,201,406+201,607
944,212,944+212,1156
404,279,404+279,683
621,241,621+241,862
934,855,934+855,1789
906,225,906+225,1131
594,248,594+248,842
901,731,901+731,1632
940,51,940+51,991
886,575,886+575,1461
811,328,811+328,1139
391,985,391+985,1376
44,185,44+185,229
484,610,484+610,1094
676,646,676+646,1322
96,565,96+565,661
333,662,333+662,995
185,325,185+325,510
146,854,146+854,1000
642,704,642+704,1346
840,451,840+451,1291
495,262,495+262,757
500,717,500+717,1217
871,349,871+349,1220
327,977,327+977,1304
423,715,423+715,1138
344,90,344+90,434
630,275,630+275,905
242,866,242+866,1108
796,199,796+199,995
677,75,677+75,752
183,65,183+65,248
14,721,14+721,735
5,843,5+843,848
341,461,341+461,802
135,897,135+897,1032
218,71,218+71,289
912,451,912+451,1363
103,320,103+320,423
859,12,859+12,871
172,658,172+658,830
434,513,434+513,947
996,83,996+83,1079
928,964,928+964,1892
573,299,573+299,872
46,629,46+629,675
395,188,395+188,583
949,938,949+938,1887
223,64,223+64,287
179,937,179+937,1116
11,560,11+560,571
561,676,561+676,1237
855,748,855+748,1603
962,591,962+591,1553
254,615,254+615,869
475,667,475+667,1142
564,911,564+911,1475
246,540,246+540,786
757,999,757+999,1756
166,275,166+275,441
829,797,829+797,1626
992,516,992+516,1508
937,505,937+505,1442
542,241,542+241,783
965,225,965+225,1190
434,963,434+963,1397
489,363,489+363,852
231,603,231+603,834
628,8,628+8,636
286,470,286+470,756
718,352,718+352,1070
957,590,957+590,1547
856,450,856+450,1306
682,596,682+596,1278
713,62,713+62,775
969,270,969+270,1239
830,948,830+948,1778
509,928,509+928,1437
478,848,478+848,1326
962,210,962+210,1172
539,586,539+586,1125
648,949,648+949,1597
160,690,160+690,850
832,214,832+214,1046
353,758,353+758,1111
270,725,270+725,995
816,150,816+150,966
288,253,288+253,541
224,173,224+173,397
127,375,127+375,502
424,853,424+853,1277
892,925,892+925,1817
910,559,910+559,1469
772,341,772+341,1113
939,699,939+699,1638
343,665,343+665,1008
278,996,278+996,1274
749,42,749+42,791
843,394,843+394,1237
680,68,680+68,748
76,281,76+281,357
663,286,663+286,949
490,867,490+867,1357
458,213,458+213,671
591,53,591+53,644
981,80,981+80,1061
90,564,90+564,654
737,984,737+984,1721
300,167,300+167,467
843,371,843+371,1214
398,844,398+844,1242
227,185,227+185,412
124,598,124+598,722
510,330,510+330,840
132,273,132+273,405
764,814,764+814,1578
345,694,345+694,1039
879,234,879+234,1113
62,47,62+47,109
340,80,340+80,420
199,968,199+968,1167
48,913,48+913,961
936,822,936+822,1758
148,784,148+784,932
313,239,313+239,552
764,580,764+580,1344
312,563,312+563,875
315,408,315+408,723
182,179,182+179,361
389,403,389+403,792
49,498,49+498,547
220,24,220+24,244
668,604,668+604,1272
630,291,630+291,921
548,999,548+999,1547
838,171,838+171,1009
134,448,134+448,582
351,760,351+760,1111
61,521,61+521,582
708,181,708+181,889
281,86,281+86,367
57,884,57+884,941
531,925,531+925,1456
457,986,457+986,1443
858,734,858+734,1592
693,76,693+76,769
548,439,548+439,987
700,812,700+812,1512
264,95,264+95,359
54,447,54+447,501
477,153,477+153,630
7,826,7+826,833
346,381,346+381,727
851,135,851+135,986
224,943,224+943,1167
757,358,757+358,1115
50,316,50+316,366
782,123,782+123,905
464,29,464+29,493
667,685,667+685,1352
196,280,196+280,476
764,646,764+646,1410
235,442,235+442,677
321,862,321+862,1183
763,145,763+145,908
88,207,88+207,295
452,630,452+630,1082
562,354,562+354,916
517,291,517+291,808
898,663,898+663,1561
245,324,245+324,569
510,127,510+127,637
480,122,480+122,602
834,979,834+979,1813
232,289,232+289,521
988,411,988+411,1399
453,223,453+223,676
150,495,150+495,645
803,372,803+372,1175
893,721,893+721,1614
630,918,630+918,1548
342,815,342+815,1157
489,781,489+781,1270
568,369,568+369,937
77,711,77+711,788
836,36,836+36,872
775,6,775+6,781
112,850,112+850,962
134,954,134+954,1088
634,190,634+190,824
723,474,723+474,1197
713,942,713+942,1655
740,344,740+344,1084
39,39,39+39,78
429,547,429+547,976
892,544,892+544,1436
578,861,578+861,1439
181,430,181+430,611
723,881,723+881,1604
531,929,531+929,1460
807,354,807+354,1161
953,488,953+488,1441
54,142,54+142,196
543,786,543+786,1329
971,575,971+575,1546
306,496,306+496,802
61,305,61+305,366
242,484,242+484,726
730,540,730+540,1270
442,95,442+95,537
659,279,659+279,938
205,130,205+130,335
701,739,701+739,1440
815,144,815+144,959
287,455,287+455,742
102,669,102+669,771
243,457,243+457,700
330,133,330+133,463
95,254,95+254,349
142,794,142+794,936
470,620,470+620,1090
751,799,751+799,1550
75,880,75+880,955
816,672,816+672,1488
634,873,634+873,1507
364,643,364+643,1007
363,783,363+783,1146
512,817,512+817,1329
751,656,751+656,1407
803,927,803+927,1730
512,73,512+73,585
455,502,455+502,957
991,176,991+176,1167
934,428,934+428,1362
867,405,867+405,1272
355,887,355+887,1242
90,412,90+412,502
917,153,917+153,1070
153,289,153+289,442
307,541,307+541,848
78,846,78+846,924
357,284,357+284,641
306,81,306+81,387
711,576,711+576,1287
756,699,756+699,1455
802,801,802+801,1603
602,743,602+743,1345
245,876,245+876,1121
126,549,126+549,675
950,435,950+435,1385
793,896,793+896,1689
740,188,740+188,928
631,356,631+356,987
957,116,957+116,1073
497,490,497+490,987
5,57,5+57,62
159,722,159+722,881
414,432,414+432,846
116,538,116+538,654
351,369,351+369,720
175,212,175+212,387
866,98,866+98,964
653,542,653+542,1195
831,335,831+335,1166
118,323,118+323,441
213,562,213+562,775
719,251,719+251,970
867,140,867+140,1007
96,657,96+657,753
239,732,239+732,971
162,695,162+695,857
480,229,480+229,709
999,738,999+738,1737
249,357,249+357,606
17,282,17+282,299
54,808,54+808,862
597,493,597+493,1090
151,341,151+341,492
633,561,633+561,1194
297,549,297+549,846
579,304,579+304,883
303,713,303+713,1016
646,327,646+327,973
762,144,762+144,906
115,545,115+545,660
571,180,571+180,751
399,589,399+589,988
11,79,11+79,90
346,382,346+382,728
555,626,555+626,1181
216,496,216+496,712
523,737,523+737,1260
490,940,490+940,1430
353,73,353+73,426
919,57,919+57,976
218,595,218+595,813
389,272,389+272,661
313,674,313+674,987
65,432,65+432,497
511,101,511+101,612
845,378,845+378,1223
228,65,228+65,293
605,635,605+635,1240
473,303,473+303,776
18,163,18+163,181
820,816,820+816,1636
222,969,222+969,1191
190,569,190+569,759
586,734,586+734,1320
827,477,827+477,1304
900,296,900+296,1196
205,424,205+424,629
685,895,685+895,1580
812,408,812+408,1220
416,454,416+454,870
778,96,778+96,874
497,169,497+169,666
329,289,329+289,618
567,905,567+905,1472
874,324,874+324,1198
935,282,935+282,1217
872,24,872+24,896
786,790,786+790,1576
901,22,901+22,923
693,7,693+7,700
982,509,982+509,1491
71,148,71+148,219
650,672,650+672,1322
770,503,770+503,1273
411,313,411+313,724
711,764,711+764,1475
138,153,138+153,291
864,32,864+32,896
978,518,978+518,1496
982,826,982+826,1808
811,323,811+323,1134
575,662,575+662,1237
822,628,822+628,1450
809,317,809+317,1126
543,401,543+401,944
910,704,910+704,1614
789,943,789+943,1732
245,173,245+173,418
296,149,296+149,445
703,739,703+739,1442
179,795,179+795,974
185,157,185+157,342
746,799,746+799,1545
260,150,260+150,410
306,630,306+630,936
181,506,181+506,687
518,382,518+382,900
856,870,856+870,1726
207,824,207+824,1031
885,727,885+727,1612
997,388,997+388,1385
35,550,35+550,585
14,181,14+181,195
196,679,196+679,875
800,300,800+300,1100
734,395,734+395,1129
724,125,724+125,849
225,928,225+928,1153
335,704,335+704,1039
143,892,143+892,1035
336,354,336+354,690
137,77,137+77,214
635,748,635+748,1383
675,569,675+569,1244
501,645,501+645,1146
107,669,107+669,776
227,904,227+904,1131
48,166,48+166,214
706,345,706+345,1051
121,565,121+565,686
503,172,503+172,675
667,966,667+966,1633
410,873,410+873,1283
139,731,139+731,870
708,238,708+238,946
26,75,26+75,101
89,394,89+394,483
701,422,701+422,1123
345,579,345+579,924
286,637,286+637,923
100,629,100+629,729
320,264,320+264,584
754,230,754+230,984
167,568,167+568,735
61,145,61+145,206
468,874,468+874,1342
355,205,355+205,560
886,186,886+186,1072
505,339,505+339,844
842,652,842+652,1494
678,671,678+671,1349
909,242,909+242,1151
224,623,224+623,847
763,845,763+845,1608
344,972,344+972,1316
953,184,953+184,1137
231,1,231+1,232
178,563,178+563,741
546,507,546+507,1053
277,107,277+107,384
282,708,282+708,990
235,891,235+891,1126
919,489,919+489,1408
772,656,772+656,1428
947,470,947+470,1417
83,699,83+699,782
179,747,179+747,926
218,656,218+656,874
999,227,999+227,1226
347,47,347+47,394
149,698,149+698,847
308,873,308+873,1181
481,514,481+514,995
933,258,933+258,1191
155,504,155+504,659
76,394,76+394,470
833,893,833+893,1726
661,633,661+633,1294
314,354,314+354,668
538,572,538+572,1110
82,965,82+965,1047
880,814,880+814,1694
622,930,622+930,1552
654,318,654+318,972
945,179,945+179,1124
433,660,433+660,1093
40,820,40+820,860
982,936,982+936,1918
931,63,931+63,994
162,973,162+973,1135
413,365,413+365,778
487,609,487+609,1096
132,700,132+700,832
637,823,637+823,1460
281,322,281+322,603
990,599,990+599,1589
733,708,733+708,1441
105,318,105+318,423
660,191,660+191,851
508,874,508+874,1382
720,597,720+597,1317
377,613,377+613,990
93,392,93+392,485
354,377,354+377,731
61,416,61+416,477
419,684,419+684,1103
770,666,770+666,1436
440,663,440+663,1103
235,801,235+801,1036
782,207,782+207,989
157,508,157+508,665
169,722,169+722,891
211,626,211+626,837
848,379,848+379,1227
887,376,887+376,1263
981,172,981+172,1153
874,610,874+610,1484
652,656,652+656,1308
868,100,868+100,968
93,227,93+227,320
536,593,536+593,1129
840,144,840+144,984
708,740,708+740,1448
423,526,423+526,949
898,68,898+68,966
154,83,154+83,237
978,371,978+371,1349
657,693,657+693,1350
681,665,681+665,1346
51,669,51+669,720
290,427,290+427,717
798,121,798+121,919
903,535,903+535,1438
43,83,43+83,126
468,728,468+728,1196
366,950,366+950,1316
938,777,938+777,1715
663,377,663+377,1040
927,9,927+9,936
232,809,232+809,1041
860,223,860+223,1083
540,926,540+926,1466
654,746,654+746,1400
576,641,576+641,1217
435,787,435+787,1222
848,4,848+4,852
500,77,500+77,577
577,717,577+717,1294
490,990,490+990,1480
715,796,715+796,1511
170,188,170+188,358
976,515,976+515,1491
863,126,863+126,989
305,112,305+112,417
109,78,109+78,187
693,200,693+200,893
623,715,623+715,1338
190,4,190+4,194
687,164,687+164,851
671,555,671+555,1226
967,335,967+335,1302
643,70,643+70,713
192,89,192+89,281
736,537,736+537,1273
664,482,664+482,1146
223,584,223+584,807
20,692,20+692,712
508,990,508+990,1498
825,706,825+706,1531
81,954,81+954,1035
843,730,843+730,1573
308,923,308+923,1231
415,814,415+814,1229
935,351,935+351,1286
606,49,606+49,655
320,582,320+582,902
407,457,407+457,864
852,679,852+679,1531
119,15,119+15,134
115,582,115+582,697
395,5,395+5,400
942,786,942+786,1728
739,636,739+636,1375
378,628,378+628,1006
594,819,594+819,1413
409,154,409+154,563
282,315,282+315,597
422,594,422+594,1016
873,51,873+51,924
878,703,878+703,1581
323,89,323+89,412
338,195,338+195,533
51,315,51+315,366
217,710,217+710,927
357,264,357+264,621
275,508,275+508,783
543,971,543+971,1514
225,931,225+931,1156
116,550,116+550,666
564,404,564+404,968
259,563,259+563,822
406,37,406+37,443
47,288,47+288,335
80,702,80+702,782
471,495,471+495,966
915,256,915+256,1171
642,384,642+384,1026
251,358,251+358,609
80,134,80+134,214
211,597,211+597,808
156,173,156+173,329
723,36,723+36,759
897,499,897+499,1396
310,954,310+954,1264
395,173,395+173,568
410,124,410+124,534
370,526,370+526,896
852,814,852+814,1666
225,562,225+562,787
357,480,357+480,837
60,19,60+19,79
131,333,131+333,464
656,462,656+462,1118
248,592,248+592,840
689,940,689+940,1629
362,209,362+209,571
128,641,128+641,769
439,345,439+345,784
650,897,650+897,1547
866,997,866+997,1863
754,663,754+663,1417
787,191,787+191,978
546,866,546+866,1412
597,835,597+835,1432
890,512,890+512,1402
279,780,279+780,1059
72,773,72+773,845
722,565,722+565,1287
36,876,36+876,912
321,737,321+737,1058
290,813,290+813,1103
943,377,943+377,1320
467,197,467+197,664
829,159,829+159,988
394,664,394+664,1058
541,117,541+117,658
162,169,162+169,331
446,190,446+190,636
427,606,427+606,1033
507,496,507+496,1003
387,300,387+300,687
891,21,891+21,912
251,812,251+812,1063
844,254,844+254,1098
993,739,993+739,1732
519,427,519+427,946
836,510,836+510,1346
973,87,973+87,1060
621,36,621+36,657
258,99,258+99,357
419,659,419+659,1078
370,42,370+42,412
226,306,226+306,532
916,122,916+122,1038
121,519,121+519,640
483,228,483+228,711
345,78,345+78,423
808,332,808+332,1140
938,853,938+853,1791
20,950,20+950,970
510,927,510+927,1437
700,462,700+462,1162
639,478,639+478,1117
237,900,237+900,1137
541,866,541+866,1407
750,934,750+934,1684
784,20,784+20,804
943,838,943+838,1781
665,674,665+674,1339
914,59,914+59,973
401,491,401+491,892
421,865,421+865,1286
565,672,565+672,1237
671,390,671+390,1061
830,703,830+703,1533
134,201,134+201,335
213,827,213+827,1040
395,207,395+207,602
989,429,989+429,1418
505,843,505+843,1348
666,510,666+510,1176
558,843,558+843,1401
230,548,230+548,778
953,546,953+546,1499
696,320,696+320,1016
282,867,282+867,1149
764,989,764+989,1753
655,671,655+671,1326
752,563,752+563,1315
834,275,834+275,1109
561,68,561+68,629
553,536,553+536,1089
600,267,600+267,867
864,664,864+664,1528
37,497,37+497,534
332,22,332+22,354
764,27,764+27,791
633,575,633+575,1208
574,139,574+139,713
789,780,789+780,1569
420,442,420+442,862
118,152,118+152,270
329,306,329+306,635
726,66,726+66,792
780,986,780+986,1766
947,264,947+264,1211
217,381,217+381,598
860,32,860+32,892
704,482,704+482,1186
41,52,41+52,93
561,851,561+851,1412
785,343,785+343,1128
179,107,179+107,286
889,125,889+125,1014
159,648,159+648,807
531,542,531+542,1073
1,692,1+692,693
747,272,747+272,1019
112,437,112+437,549
342,638,342+638,980
553,917,553+917,1470
809,921,809+921,1730
39,477,39+477,516
828,563,828+563,1391
405,803,405+803,1208
177,651,177+651,828
521,976,521+976,1497
549,16,549+16,565
586,77,586+77,663
699,622,699+622,1321
763,582,763+582,1345
596,175,596+175,771
535,472,535+472,1007
993,504,993+504,1497
391,528,391+528,919
254,939,254+939,1193
298,227,298+227,525
976,903,976+903,1879
428,810,428+810,1238
116,265,116+265,381
325,542,325+542,867
217,543,217+543,760
875,905,875+905,1780
696,106,696+106,802
360,352,360+352,712
137,336,137+336,473
703,861,703+861,1564
998,392,998+392,1390
333,818,333+818,1151
266,864,266+864,1130
989,479,989+479,1468
331,74,331+74,405
68,466,68+466,534
565,953,565+953,1518
887,989,887+989,1876
520,261,520+261,781
434,597,434+597,1031
215,831,215+831,1046
921,209,921+209,1130
441,723,441+723,1164
691,887,691+887,1578
273,789,273+789,1062
421,624,421+624,1045
595,95,595+95,690
419,551,419+551,970
391,899,391+899,1290
973,946,973+946,1919
892,886,892+886,1778
756,853,756+853,1609
866,797,866+797,1663
247,662,247+662,909
539,450,539+450,989
20,703,20+703,723
396,339,396+339,735
395,75,395+75,470
590,52,590+52,642
806,775,806+775,1581
923,547,923+547,1470
554,472,554+472,1026
502,460,502+460,962
505,188,505+188,693
130,20,130+20,150
681,988,681+988,1669
524,996,524+996,1520
779,469,779+469,1248
674,381,674+381,1055
301,304,301+304,605
942,84,942+84,1026
884,745,884+745,1629
184,228,184+228,412
925,667,925+667,1592
214,175,214+175,389
332,919,332+919,1251
965,986,965+986,1951
355,969,355+969,1324
481,598,481+598,1079
981,68,981+68,1049
543,328,543+328,871
600,430,600+430,1030
926,942,926+942,1868
93,192,93+192,285
949,141,949+141,1090
851,487,851+487,1338
902,841,902+841,1743
2,964,2+964,966
740,369,740+369,1109
509,438,509+438,947
356,220,356+220,576
675,400,675+400,1075
917,790,917+790,1707
966,100,966+100,1066
375,652,375+652,1027
37,827,37+827,864
206,480,206+480,686
252,587,252+587,839
452,809,452+809,1261
479,746,479+746,1225
801,134,801+134,935
599,73,599+73,672
939,754,939+754,1693
636,518,636+518,1154
938,802,938+802,1740
281,529,281+529,810
916,769,916+769,1685
416,481,416+481,897
445,205,445+205,650
522,47,522+47,569
464,547,464+547,1011
952,368,952+368,1320
908,957,908+957,1865
260,897,260+897,1157
645,566,645+566,1211
101,405,101+405,506
898,749,898+749,1647
985,643,985+643,1628
369,253,369+253,622
915,890,915+890,1805
604,328,604+328,932
612,891,612+891,1503
768,166,768+166,934
957,335,957+335,1292
121,964,121+964,1085
879,308,879+308,1187
381,127,381+127,508
854,787,854+787,1641
494,774,494+774,1268
100,365,100+365,465
709,390,709+390,1099
599,262,599+262,861
771,744,771+744,1515
643,759,643+759,1402
252,955,252+955,1207
137,879,137+879,1016
352,730,352+730,1082
798,925,798+925,1723
876,482,876+482,1358
284,704,284+704,988
899,276,899+276,1175
610,155,610+155,765
546,58,546+58,604
989,850,989+850,1839
178,977,178+977,1155
605,522,605+522,1127
289,883,289+883,1172
755,12,755+12,767
361,357,361+357,718
458,478,458+478,936
701,807,701+807,1508
133,778,133+778,911
638,950,638+950,1588
830,781,830+781,1611
515,968,515+968,1483
241,860,241+860,1101
2,15,2+15,17
101,98,101+98,199
785,458,785+458,1243
769,412,769+412,1181
603,976,603+976,1579
587,366,587+366,953
417,960,417+960,1377
800,577,800+577,1377
943,272,943+272,1215
117,163,117+163,280
990,154,990+154,1144
900,811,900+811,1711
638,322,638+322,960
931,989,931+989,1920
643,10,643+10,653
325,899,325+899,1224
583,348,583+348,931
394,450,394+450,844
695,145,695+145,840
258,167,258+167,425
908,935,908+935,1843
924,427,924+427,1351
791,985,791+985,1776
773,528,773+528,1301
24,121,24+121,145
595,860,595+860,1455
663,54,663+54,717
722,786,722+786,1508
65,703,65+703,768
215,705,215+705,920
240,731,240+731,971
949,682,949+682,1631
467,128,467+128,595
